Ranking;Title;Director;genre_action;genre_adventure;genre_comedy;genre_crime;genre_drama;genre_fantasy;genre_horror;genre_mystery;genre_romance;genre_sci-fi;genre_thriller;Actor 1;Actor 2;Actor 3;Actor 4;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
867;Indignation;James Schamus;no;no;no;no;yes;no;no;no;yes;no;no;Logan Lerman;Sarah Gadon;Tijuana Ricks;Sue Dahlman;2016;110;6.9;7402;3.4;78
868;The Stanford Prison Experiment;Kyle Patrick Alvarez;no;no;no;no;yes;no;no;no;no;no;no;Ezra Miller;Tye Sheridan;Billy Crudup;Olivia Thirlby;2015;122;6.9;20907;0.64;67
869;Diary of a Wimpy Kid: Rodrick Rules;David Bowers;no;no;yes;no;no;no;no;no;no;no;no;Zachary Gordon;Devon Bostick;Robert Capron;Rachael Harris;2011;99;6.6;20194;52.69;51
870;Mission: Impossible III;J.J. Abrams;yes;yes;no;no;no;no;no;no;no;no;yes;Tom Cruise;Michelle Monaghan;Ving Rhames;Philip Seymour Hoffman;2006;126;6.9;270429;133.38;66
871;En man som heter Ove;Hannes Holm;no;no;yes;no;yes;no;no;no;no;no;no;Rolf Lassgård;Bahar Pars;Filip Berg;Ida Engvoll;2015;116;7.7;21569;3.36;70
872;Dragonball Evolution;James Wong;yes;yes;no;no;no;yes;no;no;no;no;no;Justin Chatwin;James Marsters;Yun-Fat Chow;Emmy Rossum;2009;85;2.7;59512;9.35;45
873;Red Dawn;Dan Bradley;yes;no;no;no;no;no;no;no;no;no;yes;Chris Hemsworth;Isabel Lucas;Josh Hutcherson;Josh Peck;2012;93;5.4;64584;44.8;31
874;One Day;Lone Scherfig;no;no;no;no;yes;no;no;no;yes;no;no;Anne Hathaway;Jim Sturgess;Patricia Clarkson;Tom Mison;2011;107;7;113599;13.77;48
875;Life as We Know It;Greg Berlanti;no;no;yes;no;yes;no;no;no;yes;no;no;Katherine Heigl;Josh Duhamel;Josh Lucas;Alexis Clagett;2010;114;6.6;101301;53.36;39
876;28 Weeks Later;Juan Carlos Fresnadillo;no;no;no;no;yes;no;yes;no;no;yes;no;Jeremy Renner;Rose Byrne;Robert Carlyle;Harold Perrineau;2007;100;7;221858;28.64;78
877;Warm Bodies;Jonathan Levine;no;no;yes;no;no;no;yes;no;yes;no;no;Nicholas Hoult;Teresa Palmer;John Malkovich;Analeigh Tipton;2013;98;6.9;193579;66.36;59
878;Blue Jasmine;Woody Allen;no;no;no;no;yes;no;no;no;no;no;no;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;Sally Hawkins;2013;98;7.3;160592;33.4;78
879;G.I. Joe: Retaliation;Jon M. Chu;yes;yes;no;no;no;no;no;no;no;yes;no;Dwayne Johnson;Channing Tatum;Adrianne Palicki;Byung-hun Lee;2013;110;5.8;152145;122.51;41
880;Wrath of the Titans;Jonathan Liebesman;yes;yes;no;no;no;yes;no;no;no;no;no;Sam Worthington;Liam Neeson;Rosamund Pike;Ralph Fiennes;2012;99;5.8;159230;83.64;37
881;Shin Gojira;Hideaki Anno;yes;yes;no;no;yes;no;no;no;no;no;no;Hiroki Hasegawa;Yutaka Takenouchi;Satomi Ishihara;Ren Ôsugi;2016;120;6.9;8365;1.91;68
882;Saving Mr. Banks;John Lee Hancock;no;no;yes;no;yes;no;no;no;no;no;no;Emma Thompson;Tom Hanks;Annie Rose Buckley;Colin Farrell;2013;125;7.5;125693;83.3;65
883;Transcendence;Wally Pfister;no;no;no;no;yes;no;no;yes;yes;no;no;Johnny Depp;Rebecca Hall;Morgan Freeman;Cillian Murphy;2014;119;6.3;184564;23.01;42
884;Rio;Carlos Saldanha;no;yes;yes;no;no;no;no;no;no;no;no;Jesse Eisenberg;Anne Hathaway;George Lopez;Karen Disher;2011;96;6.9;173919;143.62;63
885;Equals;Drake Doremus;no;no;no;no;yes;no;no;no;yes;yes;no;Nicholas Hoult;Kristen Stewart;Vernetta Lopez;Scott Lawrence;2015;101;6.1;16361;0.03;43
886;Babel;Alejandro GonzÃ¡lez IÃ±Ã¡rritu;no;no;no;no;yes;no;no;no;no;no;no;Brad Pitt;Cate Blanchett;Gael García Bernal;Mohamed Akhzam;2006;143;7.5;253417;34.3;69
887;The Tree of Life;Terrence Malick;no;no;no;no;yes;yes;no;no;no;no;no;Brad Pitt;Sean Penn;Jessica Chastain;Hunter McCracken;2011;139;6.8;143517;13.3;85
888;The Lucky One;Scott Hicks;no;no;no;no;yes;no;no;no;yes;no;no;Zac Efron;Taylor Schilling;Blythe Danner;Riley Thomas Stewart;2012;101;6.5;82874;60.44;39
889;Piranha 3D;Alexandre Aja;no;no;yes;no;no;no;yes;no;no;no;yes;Elisabeth Shue;Jerry O'Connell;Richard Dreyfuss;Ving Rhames;2010;88;5.5;75262;25;53
890;50/50;Jonathan Levine;no;no;yes;no;yes;no;no;no;yes;no;no;Joseph Gordon-Levitt;Seth Rogen;Anna Kendrick;Bryce Dallas Howard;2011;100;7.7;281625;34.96;72
891;The Intent;Femi Oyeniran;no;no;no;yes;yes;no;no;no;no;no;no;Dylan Duffus;Scorcher;Shone Romulus;Jade Asha;2016;104;3.5;202;;59
892;This Is 40;Judd Apatow;no;no;yes;no;no;no;no;no;yes;no;no;Paul Rudd;Leslie Mann;Maude Apatow;Iris Apatow;2012;134;6.2;108156;67.52;
893;Real Steel;Shawn Levy;yes;no;no;no;yes;no;no;no;no;no;no;Hugh Jackman;Evangeline Lilly;Dakota Goyo;Anthony Mackie;2011;127;7.1;264480;85.46;56
894;Sex and the City;Michael Patrick King;no;no;yes;no;yes;no;no;no;yes;no;no;Sarah Jessica Parker;Kim Cattrall;Cynthia Nixon;Kristin Davis;2008;145;5.5;102547;152.64;53
895;Rambo;Sylvester Stallone;yes;no;no;no;no;no;no;no;no;no;yes;Sylvester Stallone;Julie Benz;Matthew Marsden;Graham McTavish;2008;92;7.1;187077;42.72;46
896;Planet Terror;Robert Rodriguez;yes;no;yes;no;no;no;yes;no;no;no;no;Rose McGowan;Freddy Rodríguez;Josh Brolin;Marley Shelton;2007;105;7.1;174553;;55
897;Concussion;Peter Landesman;no;no;no;no;yes;no;no;no;no;no;no;Will Smith;Alec Baldwin;Albert Brooks;David Morse;2015;123;7.1;61274;34.53;
898;The Fall;Tarsem Singh;no;yes;yes;no;yes;no;no;no;no;no;no;Lee Pace;Catinca Untaru;Justine Waddell;Kim Uylenbroek;2006;117;7.9;93036;2.28;64
899;The Ugly Truth;Robert Luketic;no;no;yes;no;no;no;no;no;yes;no;no;Katherine Heigl;Gerard Butler;Bree Turner;Eric Winter;2009;96;6.5;172558;88.92;28
900;Bride Wars;Gary Winick;no;no;yes;no;no;no;no;no;yes;no;no;Kate Hudson;Anne Hathaway;Candice Bergen;Bryan Greenberg;2009;89;5.5;83976;58.72;24
901;Sleeping with Other People;Leslye Headland;no;no;yes;no;yes;no;no;no;yes;no;no;Jason Sudeikis;Alison Brie;Jordan Carlos;Margarita Levieva;2015;101;6.5;27730;0.81;64
902;Snakes on a Plane;David R. Ellis;yes;yes;no;yes;no;no;no;no;no;no;no;Samuel L. Jackson;Julianna Margulies;Nathan Phillips;Rachel Blanchard;2006;105;5.6;118905;34.01;58
903;What If;Michael Dowse;no;no;yes;no;no;no;no;no;yes;no;no;Daniel Radcliffe;Zoe Kazan;Megan Park;Adam Driver;2013;98;6.8;55243;3.45;59
904;How to Train Your Dragon 2;Dean DeBlois;yes;yes;no;no;no;no;no;no;no;no;no;Jay Baruchel;Cate Blanchett;Gerard Butler;Craig Ferguson;2014;102;7.9;237565;177;76
905;RoboCop;JosÃ© Padilha;yes;no;no;yes;no;no;no;no;no;yes;no;Joel Kinnaman;Gary Oldman;Michael Keaton;Abbie Cornish;2014;117;6.2;190833;58.61;52
906;In Dubious Battle;James Franco;no;no;no;no;yes;no;no;no;no;no;no;Nat Wolff;James Franco;Vincent D'Onofrio;Selena Gomez;2016;110;6.2;1455;;43
907;Hello, My Name Is Doris;Michael Showalter;no;no;yes;no;yes;no;no;no;yes;no;no;Sally Field;Max Greenfield;Tyne Daly;Wendi McLendon-Covey;2015;95;6.7;12361;14.44;63
908;Ocean's Thirteen;Steven Soderbergh;no;no;no;yes;no;no;no;no;no;no;yes;George Clooney;Brad Pitt;Matt Damon;Michael Mantell;2007;122;6.9;269581;117.14;62
909;Slither;James Gunn;no;no;yes;no;no;no;yes;no;no;yes;no;Nathan Fillion;Elizabeth Banks;Michael Rooker;Don Thompson;2006;95;6.5;64351;7.77;69
910;Contagion;Steven Soderbergh;no;no;no;no;yes;no;no;no;no;no;yes;Matt Damon;Kate Winslet;Jude Law;Gwyneth Paltrow;2011;106;6.6;187004;75.64;70
911;Il racconto dei racconti - Tale of Tales;Matteo Garrone;no;no;no;no;yes;yes;yes;no;no;no;no;Salma Hayek;Vincent Cassel;Toby Jones;John C. Reilly;2015;133;6.4;17565;0.08;72
912;I Am the Pretty Thing That Lives in the House;Oz Perkins;no;no;no;no;no;no;no;no;no;no;yes;Ruth Wilson;Paula Prentiss;Lucy Boynton;Bob Balaban;2016;87;4.7;4204;;68
913;Bridge to Terabithia;Gabor Csupo;no;yes;no;no;yes;no;no;no;no;no;no;Josh Hutcherson;AnnaSophia Robb;Zooey Deschanel;Robert Patrick;2007;96;7.2;117297;82.23;74
914;Coherence;James Ward Byrkit;no;no;no;no;no;no;no;yes;no;yes;yes;Emily Baldoni;Maury Sterling;Nicholas Brendon;Elizabeth Gracen;2013;89;7.2;66265;0.07;65
915;Notorious;George Tillman Jr.;no;no;no;yes;yes;no;no;no;no;no;no;Jamal Woolard;Anthony Mackie;Derek Luke;Momo Dione;2009;122;6.7;33007;36.84;60
916;Goksung;Hong-jin Na;no;no;no;no;yes;yes;yes;no;no;no;no;Jun Kunimura;Jung-min Hwang;Do-won Kwak;Woo-hee Chun;2016;156;7.5;17962;0.79;81
917;The Expendables 2;Simon West;yes;yes;no;no;no;no;no;no;no;no;yes;Sylvester Stallone;Liam Hemsworth;Randy Couture;Jean-Claude Van Damme;2012;103;6.6;257395;85.02;51
918;The Girl Next Door;Gregory Wilson;no;no;no;yes;yes;no;yes;no;no;no;no;William Atherton;Blythe Auffarth;Blanche Baker;Kevin Chamberlin;2007;91;6.7;19351;;29
919;Perfume: The Story of a Murderer;Tom Tykwer;no;no;no;yes;yes;yes;no;no;no;no;no;Ben Whishaw;Dustin Hoffman;Alan Rickman;Francesc Albiol;2006;147;7.5;199387;2.21;56
920;The Golden Compass;Chris Weitz;no;yes;no;no;no;yes;no;no;no;no;no;Nicole Kidman;Daniel Craig;Dakota Blue Richards;Ben Walker;2007;113;6.1;155078;70.08;51
921;Centurion;Neil Marshall;yes;yes;no;no;yes;no;no;no;no;no;no;Michael Fassbender;Dominic West;Olga Kurylenko;Andreas Wisniewski;2010;97;6.4;67801;0.12;62
922;Scouts Guide to the Zombie Apocalypse;Christopher Landon;yes;no;yes;no;no;no;yes;no;no;no;no;Tye Sheridan;Logan Miller;Joey Morgan;Sarah Dumont;2015;93;6.3;31651;3.64;32
923;17 Again;Burr Steers;no;no;yes;no;yes;no;no;no;no;no;no;Zac Efron;Matthew Perry;Leslie Mann;Thomas Lennon;2009;102;6.4;152808;64.15;48
924;No Escape;John Erick Dowdle;yes;no;no;no;no;no;no;no;no;no;yes;Lake Bell;Pierce Brosnan;Owen Wilson;Chatchawai Kamonsakpitak;2015;103;6.8;57921;27.29;38
925;Superman Returns;Bryan Singer;yes;yes;no;no;no;no;no;no;no;yes;no;Brandon Routh;Kevin Spacey;Kate Bosworth;James Marsden;2006;154;6.1;246797;200.07;72
926;The Twilight Saga: Breaking Dawn - Part 1;Bill Condon;no;yes;no;no;yes;yes;no;no;no;no;no;Kristen Stewart;Robert Pattinson;Taylor Lautner;Gil Birmingham;2011;117;4.9;190244;281.28;45
927;Precious;Lee Daniels;no;no;no;no;yes;no;no;no;no;no;no;Gabourey Sidibe;Mo'Nique;Paula Patton;Mariah Carey;2009;110;7.3;91623;47.54;79
928;The Sea of Trees;Gus Van Sant;no;no;no;no;yes;no;no;no;no;no;no;Matthew McConaughey;Naomi Watts;Ken Watanabe;Ryoko Seta;2015;110;5.9;7475;0.02;23
929;Good Kids;Chris McCoy;no;no;yes;no;no;no;no;no;no;no;no;Zoey Deutch;Nicholas Braun;Mateo Arias;Israel Broussard;2016;86;6.1;3843;;86
930;The Master;Paul Thomas Anderson;no;no;no;no;yes;no;no;no;no;no;no;Philip Seymour Hoffman;Joaquin Phoenix;Amy Adams;Jesse Plemons;2012;144;7.1;112902;16.38;
931;Footloose;Craig Brewer;no;no;yes;no;yes;no;no;no;no;no;no;Kenny Wormald;Julianne Hough;Dennis Quaid;Andie MacDowell;2011;113;5.9;39380;51.78;58
932;If I Stay;R.J. Cutler;no;no;no;no;yes;yes;no;no;no;no;no;Chloë Grace Moretz;Mireille Enos;Jamie Blackley;Joshua Leonard;2014;107;6.8;92170;50.46;46
933;The Ticket;Ido Fluk;no;no;no;no;yes;no;no;no;no;no;no;Dan Stevens;Malin Akerman;Oliver Platt;Kerry Bishé;2016;97;5.4;924;;52
934;Detour;Christopher Smith;no;no;no;no;no;no;no;no;no;no;yes;Tye Sheridan;Emory Cohen;Bel Powley;Stephen Moyer;2016;97;6.3;2205;;46
935;The Love Witch;Anna Biller;no;no;yes;no;no;no;yes;no;no;no;no;Samantha Robinson;Jeffrey Vincent Parise;Laura Waddell;Gian Keys;2016;120;6.2;4669;0.22;82
936;Talladega Nights: The Ballad of Ricky Bobby;Adam McKay;yes;no;yes;no;no;no;no;no;no;no;no;Will Ferrell;John C. Reilly;Sacha Baron Cohen;Gary Cole;2006;108;6.6;137502;148.21;66
937;The Human Centipede (First Sequence);Tom Six;no;no;no;no;no;no;yes;no;no;no;no;Dieter Laser;Ashley C. Williams;Ashlynn Yennie;Akihiro Kitamura;2009;92;4.4;60655;0.18;33
938;Super;James Gunn;no;no;yes;no;yes;no;no;no;no;no;no;Rainn Wilson;Ellen Page;Liv Tyler;Kevin Bacon;2010;96;6.8;64535;0.32;50
939;The Siege of Jadotville;Richie Smyth;yes;no;no;no;yes;no;no;no;no;no;yes;Jamie Dornan;Mark Strong;Jason O'Mara;Michael McElhatton;2016;108;7.3;14689;;83
940;Up in the Air;Jason Reitman;no;no;no;no;yes;no;no;no;yes;no;no;George Clooney;Vera Farmiga;Anna Kendrick;Jason Bateman;2009;109;7.4;279694;83.81;
941;The Midnight Meat Train;RyÃ»hei Kitamura;no;no;no;no;no;no;yes;yes;no;no;no;Vinnie Jones;Bradley Cooper;Leslie Bibb;Brooke Shields;2008;98;6.1;50255;0.07;58
942;The Twilight Saga: Eclipse;David Slade;no;yes;no;no;yes;yes;no;no;no;no;no;Kristen Stewart;Robert Pattinson;Taylor Lautner;Xavier Samuel;2010;124;4.9;192740;300.52;58
943;Transpecos;Greg Kwedar;no;no;no;no;no;no;no;no;no;no;yes;Johnny Simmons;Gabriel Luna;Clifton Collins Jr.;David Acord;2016;86;5.8;1292;;73
944;What's Your Number?;Mark Mylod;no;no;yes;no;no;no;no;no;yes;no;no;Anna Faris;Chris Evans;Ari Graynor;Blythe Danner;2011;106;6.1;62095;13.99;35
945;Riddick;David Twohy;yes;no;no;no;no;no;no;no;no;yes;yes;Vin Diesel;Karl Urban;Katee Sackhoff;Jordi Mollà;2013;119;6.4;132098;42;49
946;Triangle;Christopher Smith;no;no;no;no;no;yes;no;yes;no;no;yes;Melissa George;Joshua McIvor;Jack Taylor;Michael Dorman;2009;99;6.9;72533;;66
947;The Butler;Lee Daniels;no;no;no;no;yes;no;no;no;no;no;no;Forest Whitaker;Oprah Winfrey;John Cusack;Jane Fonda;2013;132;7.2;93322;116.63;
948;King Cobra;Justin Kelly;no;no;no;yes;yes;no;no;no;no;no;no;Garrett Clayton;Christian Slater;Molly Ringwald;James Kelley;2016;91;5.6;3990;0.03;48
949;After Earth;M. Night Shyamalan;yes;yes;no;no;no;no;no;no;no;yes;no;Jaden Smith;David Denman;Will Smith;Sophie Okonedo;2013;100;4.9;166512;60.52;33
950;Kicks;Justin Tipping;no;yes;no;no;no;no;no;no;no;no;no;Jahking Guillory;Christopher Jordan Wallace;Christopher Meyer;Kofi Siriboe;2016;80;6.1;2417;0.15;69
951;Me and Earl and the Dying Girl;Alfonso Gomez-Rejon;no;no;yes;no;yes;no;no;no;no;no;no;Thomas Mann;RJ Cyler;Olivia Cooke;Nick Offerman;2015;105;7.8;92076;6.74;74
952;The Descendants;Alexander Payne;no;no;yes;no;yes;no;no;no;no;no;no;George Clooney;Shailene Woodley;Amara Miller;Nick Krause;2011;115;7.3;211348;82.62;84
953;Sex and the City 2;Michael Patrick King;no;no;yes;no;yes;no;no;no;yes;no;no;Sarah Jessica Parker;Kim Cattrall;Kristin Davis;Cynthia Nixon;2010;146;4.3;62403;95.33;27
954;The Kings of Summer;Jordan Vogt-Roberts;no;yes;yes;no;yes;no;no;no;no;no;no;Nick Robinson;Gabriel Basso;Moises Arias;Nick Offerman;2013;95;7.2;65653;1.29;61
955;Death Race;Paul W.S. Anderson;yes;no;no;no;no;no;no;no;no;yes;yes;Jason Statham;Joan Allen;Tyrese Gibson;Ian McShane;2008;105;6.4;173731;36.06;43
956;That Awkward Moment;Tom Gormican;no;no;yes;no;no;no;no;no;yes;no;no;Zac Efron;Michael B. Jordan;Miles Teller;Imogen Poots;2014;94;6.2;81823;26.05;36
957;Legion;Scott Stewart;yes;no;no;no;no;yes;yes;no;no;no;no;Paul Bettany;Dennis Quaid;Charles S. Dutton;Lucas Black;2010;100;5.2;84158;40.17;32
958;End of Watch;David Ayer;no;no;no;yes;yes;no;no;no;no;no;yes;Jake Gyllenhaal;Michael Peña;Anna Kendrick;America Ferrera;2012;109;7.7;192190;40.98;68
959;3 Days to Kill;McG;yes;no;no;no;yes;no;no;no;no;no;yes;Kevin Costner;Hailee Steinfeld;Connie Nielsen;Amber Heard;2014;117;6.2;73567;30.69;40
960;Lucky Number Slevin;Paul McGuigan;no;no;no;yes;yes;no;no;yes;no;no;no;Josh Hartnett;Ben Kingsley;Morgan Freeman;Lucy Liu;2006;110;7.8;271940;22.49;53
961;Trance;Danny Boyle;no;no;no;yes;yes;no;no;yes;no;no;no;James McAvoy;Rosario Dawson;Vincent Cassel;Danny Sapani;2013;101;7;97141;2.32;61
962;Into the Forest;Patricia Rozema;no;no;no;no;yes;no;no;no;no;yes;yes;Ellen Page;Evan Rachel Wood;Max Minghella;Callum Keith Rennie;2015;101;5.9;10220;0.01;59
963;The Other Boleyn Girl;Justin Chadwick;no;no;no;no;yes;no;no;no;no;no;no;Natalie Portman;Scarlett Johansson;Eric Bana;Jim Sturgess;2008;115;6.7;88260;26.81;50
964;I Spit on Your Grave;Steven R. Monroe;no;no;no;yes;no;no;yes;no;no;no;yes;Sarah Butler;Jeff Branson;Andrew Howard;Daniel Franzese;2010;108;6.3;60133;0.09;27
965;Custody;James Lapine;no;no;no;no;yes;no;no;no;no;no;no;Viola Davis;Hayden Panettiere;Catalina Sandino Moreno;Ellen Burstyn;2016;104;6.9;280;;72
966;Inland Empire;David Lynch;no;no;no;no;yes;no;no;yes;no;no;yes;Laura Dern;Jeremy Irons;Justin Theroux;Karolina Gruszka;2006;180;7;44227;;
967;L'odyssÃ©e;JÃ©rÃ´me Salle;no;yes;no;no;no;no;no;no;no;no;no;Lambert Wilson;Pierre Niney;Audrey Tautou;Laurent Lucas;2016;122;6.7;1810;;70
968;The Walk;Robert Zemeckis;no;yes;no;yes;no;no;no;no;no;no;no;Joseph Gordon-Levitt;Charlotte Le Bon;Guillaume Baillargeon;Émilie Leclerc;2015;123;7.3;92378;10.14;
969;Wrecker;Micheal Bafaro;yes;no;no;no;no;no;yes;no;no;no;yes;Anna Hutchison;Andrea Whitburn;Jennifer Koenig;Michael Dickson;2015;83;3.5;1210;;37
970;The Lone Ranger;Gore Verbinski;yes;yes;no;no;no;no;no;no;no;no;no;Johnny Depp;Armie Hammer;William Fichtner;Tom Wilkinson;2013;150;6.5;190855;89.29;
971;Texas Chainsaw 3D;John Luessenhop;no;no;no;no;no;no;yes;no;no;no;yes;Alexandra Daddario;Tania Raymonde;Scott Eastwood;Trey Songz;2013;92;4.8;37060;34.33;62
972;Disturbia;D.J. Caruso;no;no;no;no;yes;no;no;yes;no;no;yes;Shia LaBeouf;David Morse;Carrie-Anne Moss;Sarah Roemer;2007;105;6.9;193491;80.05;
973;Rock of Ages;Adam Shankman;no;no;yes;no;yes;no;no;no;no;no;no;Julianne Hough;Diego Boneta;Tom Cruise;Alec Baldwin;2012;123;5.9;64513;38.51;47
974;Scream 4;Wes Craven;no;no;no;no;no;no;yes;yes;no;no;no;Neve Campbell;Courteney Cox;David Arquette;Lucy Hale;2011;111;6.2;108544;38.18;52
975;Queen of Katwe;Mira Nair;no;no;no;no;yes;no;no;no;no;no;no;Madina Nalwanga;David Oyelowo;Lupita Nyong'o;Martin Kabanza;2016;124;7.4;6753;8.81;73
976;My Big Fat Greek Wedding 2;Kirk Jones;no;no;yes;no;no;no;no;no;yes;no;no;Nia Vardalos;John Corbett;Michael Constantine;Lainie Kazan;2016;94;6;20966;59.57;37
977;Dark Places;Gilles Paquet-Brenner;no;no;no;no;yes;no;no;yes;no;no;yes;Charlize Theron;Nicholas Hoult;Christina Hendricks;Chloë Grace Moretz;2015;113;6.2;31634;;39
978;Amateur Night;Lisa Addario;no;no;yes;no;no;no;no;no;no;no;no;Jason Biggs;Janet Montgomery;Ashley Tisdale;Bria L. Murphy;2016;92;5;2229;;38
979;It's Only the End of the World;Xavier Dolan;no;no;no;no;yes;no;no;no;no;no;no;Nathalie Baye;Vincent Cassel;Marion Cotillard;Léa Seydoux;2016;97;7;10658;;48
980;The Skin I Live In;Pedro AlmodÃ³var;no;no;no;no;yes;no;no;no;no;no;yes;Antonio Banderas;Elena Anaya;Jan Cornet;Marisa Paredes;2011;120;7.6;108772;3.19;70
981;Miracles from Heaven;Patricia Riggen;no;no;no;no;yes;no;no;no;no;no;no;Jennifer Garner;Kylie Rogers;Martin Henderson;Brighton Sharbino;2016;109;7;12048;61.69;44
982;Annie;Will Gluck;no;no;yes;no;yes;no;no;no;no;no;no;Quvenzhané Wallis;Cameron Diaz;Jamie Foxx;Rose Byrne;2014;118;5.3;27312;85.91;33
983;Across the Universe;Julie Taymor;no;no;no;no;yes;yes;no;no;no;no;no;Evan Rachel Wood;Jim Sturgess;Joe Anderson;Dana Fuchs;2007;133;7.4;95172;24.34;56
984;Let's Be Cops;Luke Greenfield;no;no;yes;no;no;no;no;no;no;no;no;Jake Johnson;Damon Wayans Jr.;Rob Riggle;Nina Dobrev;2014;104;6.5;112729;82.39;30
985;Max;Boaz Yakin;no;yes;no;no;no;no;no;no;no;no;no;Thomas Haden Church;Josh Wiggins;Luke Kleintank;Lauren Graham;2015;111;6.8;21405;42.65;47
986;Your Highness;David Gordon Green;no;yes;yes;no;no;yes;no;no;no;no;no;Danny McBride;Natalie Portman;James Franco;Rasmus Hardiker;2011;102;5.6;87904;21.56;31
987;Final Destination 5;Steven Quale;no;no;no;no;no;no;yes;no;no;no;yes;Nicholas D'Agosto;Emma Bell;Arlen Escarpeta;Miles Fisher;2011;92;5.9;88000;42.58;50
988;Endless Love;Shana Feste;no;no;no;no;yes;no;no;no;yes;no;no;Gabriella Wilde;Alex Pettyfer;Bruce Greenwood;Robert Patrick;2014;104;6.3;33688;23.39;30
989;Martyrs;Pascal Laugier;no;no;no;no;no;no;yes;no;no;no;no;Morjana Alaoui;Mylène Jampanoï;Catherine Bégin;Robert Toupin;2008;99;7.1;63785;;89
990;Selma;Ava DuVernay;no;no;no;no;yes;no;no;no;no;no;no;David Oyelowo;Carmen Ejogo;Tim Roth;Lorraine Toussaint;2014;128;7.5;67637;52.07;
991;Underworld: Rise of the Lycans;Patrick Tatopoulos;yes;yes;no;no;no;yes;no;no;no;no;no;Rhona Mitra;Michael Sheen;Bill Nighy;Steven Mackintosh;2009;92;6.6;129708;45.8;44
992;Taare Zameen Par;Aamir Khan;no;no;no;no;yes;no;no;no;no;no;no;Darsheel Safary;Aamir Khan;Tanay Chheda;Sachet Engineer;2007;165;8.5;102697;1.2;42
993;Take Me Home Tonight;Michael Dowse;no;no;yes;no;yes;no;no;no;yes;no;no;Topher Grace;Anna Faris;Dan Fogler;Teresa Palmer;2011;97;6.3;45419;6.92;
994;Resident Evil: Afterlife;Paul W.S. Anderson;yes;yes;no;no;no;no;yes;no;no;no;no;Milla Jovovich;Ali Larter;Wentworth Miller;Kim Coates;2010;97;5.9;140900;60.13;37
995;Project X;Nima Nourizadeh;no;no;yes;no;no;no;no;no;no;no;no;Thomas Mann;Oliver Cooper;Jonathan Daniel Brown;Dax Flame;2012;88;6.7;164088;54.72;48
996;Secret in Their Eyes;Billy Ray;no;no;no;yes;yes;no;no;yes;no;no;no;Chiwetel Ejiofor;Nicole Kidman;Julia Roberts;Dean Norris;2015;111;6.2;27585;;45
997;Hostel: Part II;Eli Roth;no;no;no;no;no;no;yes;no;no;no;no;Lauren German;Heather Matarazzo;Bijou Phillips;Roger Bart;2007;94;5.5;73152;17.54;46
998;Step Up 2: The Streets;Jon M. Chu;no;no;no;no;yes;no;no;no;yes;no;no;Robert Hoffman;Briana Evigan;Cassie Ventura;Adam G. Sevani;2008;98;6.2;70699;58.01;50
999;Search Party;Scot Armstrong;no;yes;yes;no;no;no;no;no;no;no;no;Adam Pally;T.J. Miller;Thomas Middleditch;Shannon Woodward;2014;93;5.6;4881;;22
1000;Nine Lives;Barry Sonnenfeld;no;no;yes;no;no;yes;no;no;no;no;no;Kevin Spacey;Jennifer Garner;Robbie Amell;Cheryl Hines;2016;87;5.3;12435;19.64;11
